,Стоимость,Модель,Год выпуска,Город,Пробег,Объём двигателя,Тип топлива,Тип подачи топлива,Тактность,Коробка передач
2897,145000 ₽,Sharmax Power Max 250, 2024,Краснодар,1 000 км,249 куб. см.,бензин,карбюратор,4-тактный,механика
2898,145000 ₽,Regulmoto Athlete 250, 2022,Благовещенск,25 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
2899,145000 ₽,STELS Десна 220 Фантом, 2015,Хабаровск,3 000 км,230 куб. см.,бензин,-,4-тактный,механика
2900,145000 ₽,Shineray Shineray, 2020,Волгодонск,3 488 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
2901,145000 ₽,Baltmotors Street 250 DD, 2014,Барнаул,17 000 км,250 куб. см.,бензин,карбюратор,-,механика
2902,145000 ₽,Racer Skyway RC300-CS, 2020,Зимовники,4 247 км,300 куб. см.,-,карбюратор,4-тактный,механика
2903,145000 ₽,Roliz 150-8A-I Asterix, 2024,Хабаровск,-,150 куб. см.,бензин,-,4-тактный,механика
2904,145000 ₽,Yamaha PW50, 2021,Москва,1 км,49 куб. см.,бензин,-,2-тактный,-
2905,145000 ₽,Motoland Motoland, 2024,Новокузнецк,500 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
2906,145000 ₽,Ekonika Sport-004, 2022,Чита,1 500 км,250 куб. см.,бензин,карбюратор,4-тактный,-
2907,145000 ₽,Regulmoto Onix 125, 2024,Уссурийск,-,125 куб. см.,бензин,-,4-тактный,-
2908,145000 ₽,Regulmoto Athlete 300, 2023,Владивосток,-,300 куб. см.,бензин,карбюратор,4-тактный,механика
2909,145000 ₽,Racer SR-X1 Cross X1, 2023,Новокузнецк,1 000 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
2910,145000 ₽,SYCMCC SYC300-11, 2025,Кемерово,-,300 куб. см.,бензин,карбюратор,4-тактный,механика
2911,145000 ₽,Racer RC250GY-C2K K2, 2022,Краснощёково,4 000 км,250 куб. см.,бензин,карбюратор,4-тактный,-
2912,145000 ₽,Motoland XT300 HS, 2023,Катав-Ивановск,400 км,300 куб. см.,бензин,карбюратор,4-тактный,механика
2913,145000 ₽,Motoland XT250 ST, 2022,Целинное,1 000 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
2914,145000 ₽,Avantis FX 250 Lux, 2022,Новосибирск,1 089 км,249 куб. см.,бензин,карбюратор,4-тактный,механика
2915,145000 ₽,Racer Enduro 300 RC300-GY8A, 2023,Коченёво,870 км,300 куб. см.,бензин,карбюратор,4-тактный,механика
2916,145000 ₽,OXO Lite 250, 2024,Бийск,-,250 куб. см.,бензин,карбюратор,4-тактный,механика
2917,145000 ₽,BRZ H5, 1994,Мошково,20 км,200 куб. см.,-,карбюратор,2-тактный,механика
2918,145000 ₽,BSE Z3L, 2023,Большие Кайбицы,1 000 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
2919,145000 ₽,Мотоальфа A-3, 2024,Таштагол,147 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
2920,145000 ₽,Racer Magnum RC200-C5B, 2023,Черногорск,3 000 км,200 куб. см.,бензин,карбюратор,4-тактный,механика
2921,145000 ₽,Racer Nitro RC250-CK, 2023,Волчиха,3 700 км,224 куб. см.,бензин,карбюратор,4-тактный,механика
2922,145000 ₽,BSE Z5, 2020,Санкт-Петербург,1 500 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
2923,145000 ₽,Roliz Banditos, 2025,Владивосток,-,200 куб. см.,бензин,карбюратор,4-тактный,механика
2924,145000 ₽,Motoland XR250, 2022,Владикавказ,-,250 куб. см.,бензин,карбюратор,4-тактный,механика
2925,145000 ₽,Kayo K1 250 MX, 2023,Богданович,4 000 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
2926,145000 ₽,Racer Panther RC250GY-C2, 2023,Куйбышев,1 900 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
2927,145000 ₽,Racer Enduro 300 RC300-GY8A, 2020,Шушенское,-,300 куб. см.,бензин,карбюратор,4-тактный,механика
2928,145000 ₽,Kawasaki Epsilon 250, 2005,Новороссийск,30 000 км,250 куб. см.,бензин,инжектор,4-тактный,автомат
2929,145000 ₽,Racer Panther RC250GY-C2, 2024,Таганрог,1 000 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
2930,145000 ₽,Gas Gas TXT 250, 1992,Комсомольск-на-Амуре,-,250 куб. см.,бензин,-,2-тактный,-
2931,145000 ₽,Racer Ranger RC300-GY8, 2019,Тогучин,2 000 км,300 куб. см.,бензин,карбюратор,4-тактный,механика
2932,145000 ₽,Ataki Ataki, 2022,Неверкино,-,250 куб. см.,бензин,карбюратор,4-тактный,механика
2933,145000 ₽,Roliz 150-8A-I Asterix, 2024,Томск,-,150 куб. см.,бензин,-,4-тактный,-
2934,145000 ₽,BRZ H6 PR250, 2022,Калининград,6 666 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
2935,145000 ₽,Motoland GS 250, 2018,Тула,3 600 км,250 куб. см.,-,карбюратор,4-тактный,механика
2936,145000 ₽,Motoland CRF 250, 2024,Татарск,900 км,249 куб. см.,бензин,-,4-тактный,механика
2937,145000 ₽,Motoland XT300 HS, 2023,Шелехов,3 264 км,300 куб. см.,бензин,карбюратор,4-тактный,механика
2938,145000 ₽,Sharmax Sport 250, 2023,Искитим,500 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
2939,145000 ₽,Motoland XR250 Lite, 2023,Краснообск,1 500 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
2940,145000 ₽,Honda XR 50 Motard, 2000,Находка,54 000 км,50 куб. см.,бензин,-,4-тактный,-
2941,145000 ₽,Motoland XT250 ST, 2021,Красноярск,1 273 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
2942,145000 ₽,OXO Lite 250, 2024,Краснодар,350 км,300 куб. см.,бензин,карбюратор,4-тактный,механика
2943,145000 ₽,Roliz Cyrex, 2023,Иркутск,70 км,200 куб. см.,бензин,карбюратор,4-тактный,механика
2944,145000 ₽,BRZ H5 PR300, 2024,Кемерово,2 046 км,300 куб. см.,бензин,карбюратор,4-тактный,механика
2945,145000 ₽,Kayo K1 250 MX, 2023,Новосибирск,2 000 км,250 куб. см.,бензин,-,4-тактный,-
2946,145000 ₽,Ataki Crosser 300, 2024,Симферополь,-,300 куб. см.,бензин,карбюратор,4-тактный,механика
2947,145000 ₽,Roliz Sport-004, 2023,Уссурийск,671 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
2948,145000 ₽,Motoland TT250, 2021,Феодосия,130 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
2949,145000 ₽,Racer Triumph, 2024,Улан-Удэ,300 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
2950,145000 ₽,Regulmoto Athlete 250 19-16, 2024,Новосибирск,70 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
2951,145000 ₽,Motoland Bandit 250, 2023,Санкт-Петербург,3 000 км,250 куб. см.,бензин,-,4-тактный,-
2952,145000 ₽,Racer RC250GY-C2K K2, 2023,Верх-Чебула,4 000 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
2953,145000 ₽,Regulmoto Onix 125, 2025,Уссурийск,-,125 куб. см.,бензин,карбюратор,4-тактный,механика
2954,145000 ₽,Sharmax ExpertPro 250, 2024,Новосибирск,950 км,249 куб. см.,бензин,карбюратор,4-тактный,механика
2955,145000 ₽,Roliz Sport-005, 2024,Петровск-Забайкальский,73 км,250 куб. см.,бензин,-,-,-
2956,145000 ₽,Zuumav K6H, 2024,Чебоксары,-,300 куб. см.,бензин,карбюратор,4-тактный,механика
2957,145000 ₽,SYCMCC SYC300-11, 2025,Тюмень,-,300 куб. см.,бензин,карбюратор,4-тактный,механика
2958,145000 ₽,Motoland V-Raptor 250, 2018,Анапа,11 000 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
2959,145000 ₽,Racer Enduro 300 RC300-GY8A, 2019,Новосибирск,1 087 км,300 куб. см.,бензин,-,4-тактный,-
2960,145000 ₽,Racer RC200, 2020,Абакан,1 400 км,196 куб. см.,бензин,-,4-тактный,-
2961,145000 ₽,Racer Ranger RC300-GY8, 2020,Прокопьевск,1 500 км,300 куб. см.,бензин,карбюратор,4-тактный,механика
2962,145000 ₽,Motoland Dakar 250, 2014,Владимир,2 710 км,250 куб. см.,-,карбюратор,4-тактный,механика
2963,145555 ₽,Racer Enduro 300 RC300-GY8A, 2020,Коченёво,2 400 км,300 куб. см.,бензин,карбюратор,4-тактный,механика
2964,145900 ₽,Sharmax PowerMax 190, 2024,Пермь,-,140 куб. см.,бензин,карбюратор,4-тактный,механика
2965,145900 ₽,OXO Lite 250, 2025,Новосибирск,-,250 куб. см.,бензин,карбюратор,4-тактный,механика
2966,145999 ₽,Sharmax Sport 250, 2023,Новосибирск,2 400 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
2967,146000 ₽,Motoland XR250, 2022,Тюмень,2 220 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
2968,146000 ₽,Regulmoto Allroad, 2024,Хабаровск,-,150 куб. см.,-,-,-,механика
2969,146000 ₽,Regulmoto Allroad, 2024,Чита,-,150 куб. см.,бензин,карбюратор,4-тактный,механика
2970,146000 ₽,Regulmoto Allroad, 2024,Уссурийск,-,150 куб. см.,бензин,карбюратор,4-тактный,механика
2971,146000 ₽,Regulmoto Allroad, 2024,Владивосток,-,150 куб. см.,бензин,карбюратор,4-тактный,механика
2972,146000 ₽,Regulmoto Allroad, 2024,Свободный,-,150 куб. см.,бензин,карбюратор,4-тактный,механика
2973,146000 ₽,Regulmoto Allroad, 2024,Новосибирск,1 км,150 куб. см.,бензин,карбюратор,4-тактный,механика
2974,146500 ₽,Motoland Enduro 250 ST, 2023,Ардатов,4 800 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
2975,147000 ₽,Kayo K1 250 MX, 2024,Константиновск,200 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
2976,147000 ₽,Racer Enduro RC200GY-C2, 2025,Белокуриха,3 км,200 куб. см.,бензин,карбюратор,4-тактный,механика
2977,147000 ₽,Racer Panther RC300-GY8X, 2023,Степное Озеро,1 302 км,300 куб. см.,бензин,карбюратор,4-тактный,механика
2978,147000 ₽,Racer Enduro RC200GY-C2, 2024,Бийск,-,200 куб. см.,бензин,карбюратор,4-тактный,механика
2979,147000 ₽,Racer Panther RC250GY-C2, 2021,Барнаул,7 500 км,250 куб. см.,бензин,-,4-тактный,-
2980,147999 ₽,Kawasaki KL250 Super Sherpa, 1997,Партизанск,-,250 куб. см.,бензин,карбюратор,4-тактный,механика
2981,148000 ₽,Xinguizun XGZ300GY, 2025,Аткарск,-,300 куб. см.,бензин,карбюратор,4-тактный,механика
2982,148000 ₽,Kayo K1 250 MX, 2021,Абакан,1 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
2983,148000 ₽,Racer Panther Lite RC250GY-C2A, 2020,Советский,800 км,250 куб. см.,бензин,-,4-тактный,-
2984,148000 ₽,Racer RC250GY-C2, 2020,Ханты-Мансийск,970 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
2985,149000 ₽,Regulmoto Sport-003 PR, 2022,Саяногорск,2 500 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
